1,1,54.78,60.9,121.5,58.02,1,1,1.0
1,2,309.83,0.0,402.82,111.26,1,1,1.0
1,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
2,1,37.26,55.43,121.5,58.02,1,1,1.0
2,2,309.83,0.0,402.46999999999997,111.26,1,1,1.0
2,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
3,1,18.65,54.34,121.50999999999999,58.00999999999999,1,1,1.0
3,2,309.83,0.0,402.12000000000006,111.26,1,1,1.0
3,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
4,1,3.33,49.96,111.57000000000001,58.02,1,1,1.0
4,2,309.83,0.0,401.77000000000004,111.26,1,1,1.0
4,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
5,1,3.33,49.96,95.17,58.02,1,1,1.0
5,2,309.83,0.0,401.42,111.26,1,1,1.0
5,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
6,1,3.33,49.96,76.57000000000001,58.02,1,1,1.0
6,2,309.83,0.0,401.07,111.26,1,1,1.0
6,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
7,1,3.33,41.2,60.17,58.019999999999996,1,1,1.0
7,2,309.83,0.0,400.71999999999997,111.26,1,1,1.0
7,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
8,1,3.33,41.2,40.47,58.019999999999996,1,1,1.0
8,2,309.83,0.0,400.37000000000006,111.26,1,1,1.0
8,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
9,1,3.33,41.2,26.270000000000003,58.019999999999996,1,1,1.0
9,2,309.83,0.0,400.02000000000004,111.26,1,1,1.0
9,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
10,1,3.33,41.2,16.369999999999997,58.019999999999996,1,1,1.0
10,2,309.83,0.0,399.67,111.26,1,1,1.0
10,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
10,4,921.62,188.98,38.379999999999995,81.00000000000003,1,1,1.0
11,2,309.83,0.0,399.32,111.26,1,1,1.0
11,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
11,4,869.1,182.39,90.89999999999998,88.69,1,1,1.0
12,2,309.83,0.0,398.96999999999997,111.26,1,1,1.0
12,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
12,4,826.4,172.5,133.60000000000002,98.57999999999998,1,1,1.0
13,2,309.83,0.0,398.62000000000006,111.26,1,1,1.0
13,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
13,4,781.5,162.6,178.5,108.47999999999999,1,1,1.0
14,2,309.83,0.0,398.27000000000004,111.26,1,1,1.0
14,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
14,4,738.8,153.8,221.20000000000005,117.27999999999997,1,1,1.0
15,2,309.83,0.0,397.92,111.26,1,1,1.0
15,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
15,4,699.4,141.76,260.6,117.26999999999998,1,1,1.0
15,5,4.42,157.23,31.75,86.48000000000002,1,1,1.0
16,2,309.83,0.0,397.57,111.26,1,1,1.0
16,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
16,4,661.1,135.19,263.87,110.71000000000001,1,1,1.0
16,5,3.33,164.9,50.38,86.47,1,1,1.0
17,2,309.83,0.0,397.21999999999997,111.26,1,1,1.0
17,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
17,4,622.79,130.81,261.71000000000004,110.71000000000001,1,1,1.0
17,5,5.52,169.28,64.57000000000001,90.9,1,1,1.0
18,2,309.83,0.0,396.87000000000006,111.26,1,1,1.0
18,3,98.56,0.7,220.01999999999998,59.11,1,1,1.0
18,4,585.57,126.43,250.7299999999999,110.70999999999998,1,1,1.0
18,5,5.52,169.28,88.68,112.82000000000002,1,1,1.0
19,2,309.83,0.0,396.52000000000004,111.26,1,1,1.0
