1,1,123.74,334.57,129.16000000000003,54.73000000000002,1,1,1.0
1,2,735.64,265.6,66.75999999999999,39.40999999999997,1,1,1.0
1,3,209.12,250.28,94.18,39.41,1,1,1.0
2,1,100.75,338.94,132.45,54.74000000000001,1,1,1.0
2,2,721.4,268.89,68.96000000000004,39.400000000000034,1,1,1.0
2,3,209.12,250.28,94.18,39.67999999999998,1,1,1.0
3,1,76.67,340.04,136.82999999999998,59.15999999999997,1,1,1.0
3,2,710.45,272.17,68.95999999999992,39.40999999999997,1,1,1.0
3,3,209.12,250.28,94.18,39.96000000000001,1,1,1.0
4,1,48.2,344.42,142.31,59.15999999999997,1,1,1.0
4,2,695.13,272.17,68.96000000000004,39.40999999999997,1,1,1.0
4,3,209.12,250.28,94.18,40.23999999999998,1,1,1.0
5,1,21.93,346.61,148.87,60.289999999999964,1,1,1.0
5,2,681.99,274.36,71.11000000000001,39.40999999999997,1,1,1.0
5,3,209.12,250.28,94.18,40.51000000000002,1,1,1.0
6,1,0.04,352.08,148.87,62.52000000000004,1,1,1.0
6,2,667.76,276.55,71.11000000000001,39.40999999999997,1,1,1.0
6,3,209.12,250.28,94.18,40.78999999999999,1,1,1.0
7,1,0.0,355.36,124.82,62.51999999999998,1,1,1.0
7,2,653.53,277.6,72.17000000000007,41.639999999999986,1,1,1.0
7,3,209.12,250.28,94.18,41.07000000000002,1,1,1.0
8,1,0.0,358.65,98.55,62.52000000000004,1,1,1.0
8,2,632.73,277.6,80.97000000000003,44.91999999999996,1,1,1.0
8,3,209.12,250.28,94.18,41.34,1,1,1.0
9,1,0.0,360.8,77.75,61.45999999999998,1,1,1.0
9,2,622.88,280.88,80.97000000000003,44.93000000000001,1,1,1.0
9,3,209.12,250.28,94.18,41.619999999999976,1,1,1.0
10,1,0.0,367.4,55.9,54.860000000000014,1,1,1.0
10,2,606.46,281.98,80.96999999999991,44.91999999999996,1,1,1.0
10,3,209.12,250.28,94.18,43.82000000000002,1,1,1.0
11,1,0.0,378.3,27.44,46.19999999999999,1,1,1.0
11,2,591.14,284.17,80.96000000000004,44.91999999999996,1,1,1.0
11,3,209.12,250.28,94.18,46.02000000000001,1,1,1.0
12,2,575.81,285.26,87.49000000000001,44.93000000000001,1,1,1.0
12,3,209.12,250.42,94.25,45.880000000000024,1,1,1.0
13,2,560.49,288.5,87.48000000000002,47.160000000000025,1,1,1.0
13,3,209.12,250.56,94.32,45.74000000000001,1,1,1.0
14,2,545.16,290.69,87.49000000000001,47.160000000000025,1,1,1.0
14,3,209.12,250.69,94.38999999999999,45.610000000000014,1,1,1.0
15,2,529.84,292.88,87.48000000000002,47.160000000000025,1,1,1.0
15,3,209.12,250.83,94.45999999999998,45.47,1,1,1.0
16,2,511.23,295.07,89.66999999999996,47.129999999999995,1,1,1.0
16,3,209.12,250.97,94.51999999999998,45.33000000000001,1,1,1.0
17,2,493.71,299.45,94.08999999999997,49.35000000000002,1,1,1.0
17,3,209.12,251.11,94.58999999999997,45.19,1,1,1.0
18,2,476.2,301.64,94.08999999999997,49.35000000000002,1,1,1.0
18,3,209.12,251.25,94.65999999999997,45.05000000000001,1,1,1.0
19,2,457.59,301.64,96.31,49.35000000000002,1,1,1.0
19,3,209.12,251.39,94.73000000000002,44.910000000000025,1,1,1.0
20,2,438.98,306.02,96.30999999999995,49.35000000000002,1,1,1.0
20,3,209.12,251.53,94.80000000000001,44.77000000000001,1,1,1.0
21,2,425.85,306.02,96.30999999999995,49.35000000000002,1,1,1.0
21,3,209.12,251.67,94.87,44.630000000000024,1,1,1.0
22,2,405.0,310.39,100.74000000000001,50.410000000000025,1,1,1.0
22,3,209.12,251.81,94.94,44.49000000000001,1,1,1.0
23,2,387.5,313.68,104.00999999999999,51.51999999999998,1,1,1.0
23,3,209.12,251.94,95.0,44.360000000000014,1,1,1.0
24,2,368.9,316.96,107.28000000000003,53.74000000000001,1,1,1.0
24,3,209.12,252.08,95.07,44.22,1,1,1.0
25,2,348.56,320.27,109.63999999999999,54.23000000000002,1,1,1.0
25,3,209.12,252.22,95.13999999999999,44.08000000000001,1,1,1.0
26,2,329.64,323.58,109.63999999999999,54.23000000000002,1,1,1.0
26,3,209.12,252.36,95.20999999999998,43.94,1,1,1.0
27,2,311.62,328.55,109.63999999999999,54.22999999999996,1,1,1.0
27,3,209.12,252.5,95.27999999999997,43.80000000000001,1,1,1.0
28,2,289.66,331.85,115.13999999999999,54.22999999999996,1,1,1.0
28,3,209.12,252.22,95.82999999999998,44.08000000000001,1,1,1.0
29,2,267.7,334.04,115.13999999999999,57.56,1,1,1.0
29,3,209.12,251.95,96.38,44.35000000000002,1,1,1.0
30,2,244.64,340.6,122.86000000000001,58.69,1,1,1.0
30,3,209.12,251.67,96.93,44.630000000000024,1,1,1.0
31,2,223.78,340.6,122.85999999999999,58.69,1,1,1.0
31,3,209.12,251.4,97.48000000000002,44.900000000000006,1,1,1.0
32,2,202.92,344.99,122.85999999999999,58.69,1,1,1.0
32,3,209.12,251.4,97.48000000000002,44.92999999999998,1,1,1.0
33,2,176.57,352.68,129.43,58.68000000000001,1,1,1.0
33,3,209.12,251.4,97.48000000000002,44.96000000000001,1,1,1.0
34,2,153.51,353.8,133.79000000000002,63.05000000000001,1,1,1.0
34,3,209.12,251.4,97.48000000000002,44.99999999999997,1,1,1.0
35,2,130.45,358.2,133.79000000000002,65.24000000000001,1,1,1.0
35,3,209.12,251.4,97.48000000000002,45.03,1,1,1.0
36,2,101.9,361.49,144.79999999999998,65.25,1,1,1.0
36,3,209.12,251.4,97.48000000000002,45.059999999999974,1,1,1.0
37,2,75.55,364.79,144.8,65.23999999999995,1,1,1.0
37,3,209.12,251.4,97.48000000000002,45.09,1,1,1.0
38,2,47.0,371.4,153.6,65.22000000000003,1,1,1.0
38,3,209.12,251.4,97.48000000000002,45.12999999999997,1,1,1.0
39,2,22.84,378.0,153.6,67.39999999999998,1,1,1.0
39,3,209.12,251.4,97.48000000000002,45.16,1,1,1.0
40,2,0.0,379.1,151.19,71.79999999999995,1,1,1.0
40,3,209.12,251.4,97.48000000000002,45.18999999999997,1,1,1.0
41,2,0.0,384.6,124.8,72.88999999999999,1,1,1.0
41,3,209.12,251.4,97.48000000000002,45.22,1,1,1.0
42,2,0.0,388.99,98.45,72.88999999999999,1,1,1.0
42,3,209.12,251.4,97.48000000000002,45.26000000000002,1,1,1.0
43,2,0.0,392.29,72.09,67.40999999999997,1,1,1.0
43,3,209.12,251.4,97.48000000000002,45.28999999999999,1,1,1.0
44,2,0.0,404.4,50.1,55.30000000000001,1,1,1.0
44,3,209.12,251.4,97.48000000000002,45.32000000000002,1,1,1.0
45,2,0.0,409.9,28.1,49.80000000000001,1,1,1.0
45,3,209.12,251.4,97.48000000000002,45.349999999999994,1,1,1.0
46,3,209.12,251.4,97.48000000000002,45.390000000000015,1,1,1.0
47,3,209.12,251.4,97.48000000000002,45.41999999999999,1,1,1.0
